produitID;produitNom;uniteID;uniteNom;tailleID;tailleNom;poids
122;Noix de karité;108;Boite de tomate/Pot;3;Grand;480
122;Noix de karité;126;morceau;1;Petit;13
122;Noix de karité;139;Sachets;2;Moyen;60
122;Noix de karité;147;unité (gousse, carcasse etc.);1;Petit;25
123;Manioc;100;Kg;0;taille unique;1000
123;Manioc;126;morceau;1;Petit;101
123;Manioc;126;morceau;2;Moyen;169,5
123;Manioc;126;morceau;3;Grand;307,5
123;Manioc;143;tas;1;Petit;245
123;Manioc;143;tas;2;Moyen;997,5
123;Manioc;143;tas;3;Grand;1675
123;Manioc;147;unité (gousse, carcasse etc.);1;Petit;173
123;Manioc;147;unité (gousse, carcasse etc.);2;Moyen;333
123;Manioc;147;unité (gousse, carcasse etc.);3;Grand;758
124;Igname;100;Kg;0;taille unique;1000
124;Igname;126;morceau;1;Petit;100,5
124;Igname;126;morceau;2;Moyen;211
124;Igname;126;morceau;3;Grand;497
124;Igname;147;unité (gousse, carcasse etc.);1;Petit;210,5
124;Igname;147;unité (gousse, carcasse etc.);2;Moyen;373
125;Plantain;100;Kg;0;taille unique;1000
125;Plantain;143;tas;1;Petit;214
125;Plantain;143;tas;2;Moyen;519
125;Plantain;143;tas;3;Grand;1130
125;Plantain;147;unité (gousse, carcasse etc.);1;Petit;231
125;Plantain;147;unité (gousse, carcasse etc.);2;Moyen;437
126;Pomme de terre;100;Kg;0;taille unique;1000
126;Pomme de terre;136;Sac (25 Kg);0;taille unique;25000
126;Pomme de terre;143;tas;1;Petit;177,5
126;Pomme de terre;143;tas;2;Moyen;335
126;Pomme de terre;143;tas;3;Grand;998
126;Pomme de terre;147;unité (gousse, carcasse etc.);1;Petit;58,5
126;Pomme de terre;147;unité (gousse, carcasse etc.);2;Moyen;113,5
126;Pomme de terre;147;unité (gousse, carcasse etc.);3;Grand;246,5
127;Taro (diabéré), macabo;100;Kg;0;taille unique;1000
127;Taro (diabéré), macabo;142;seau;1;Petit;2509
127;Taro (diabéré), macabo;142;seau;2;Moyen;7090
127;Taro (diabéré), macabo;143;tas;1;Petit;114
127;Taro (diabéré), macabo;143;tas;2;Moyen;366
127;Taro (diabéré), macabo;143;tas;3;Grand;926
127;Taro (diabéré), macabo;147;unité (gousse, carcasse etc.);1;Petit;100,5
127;Taro (diabéré), macabo;147;unité (gousse, carcasse etc.);2;Moyen;179
127;Taro (diabéré), macabo;147;unité (gousse, carcasse etc.);3;Grand;420,5
127;Taro (diabéré), macabo;147;unité (gousse, carcasse etc.);7;Tres petit;45
128;Patate douce;100;Kg;0;taille unique;1000
128;Patate douce;105;bassine;1;Petit;18865
128;Patate douce;105;bassine;2;Moyen;20000
128;Patate douce;109;bol;3;Grand;6705
128;Patate douce;126;morceau;1;Petit;116
128;Patate douce;126;morceau;2;Moyen;351
128;Patate douce;126;morceau;3;Grand;573,5
128;Patate douce;135;Sac (100 Kg);0;taille unique;100000
128;Patate douce;142;seau;1;Petit;3000
128;Patate douce;142;seau;2;Moyen;4802
128;Patate douce;142;seau;3;Grand;10000
128;Patate douce;143;tas;1;Petit;302
128;Patate douce;143;tas;2;Moyen;1510
128;Patate douce;143;tas;3;Grand;2770
128;Patate douce;147;unité (gousse, carcasse etc.);1;Petit;185
128;Patate douce;147;unité (gousse, carcasse etc.);2;Moyen;480
128;Patate douce;147;unité (gousse, carcasse etc.);3;Grand;847
129;Autres tubercules n.d.a;100;Kg;0;taille unique;1000
129;Autres tubercules n.d.a;136;Sac (25 Kg);0;taille unique;25000
129;Autres tubercules n.d.a;143;tas;1;Petit;177,5
129;Autres tubercules n.d.a;143;tas;2;Moyen;335
129;Autres tubercules n.d.a;143;tas;3;Grand;998
129;Autres tubercules n.d.a;147;unité (gousse, carcasse etc.);1;Petit;58,5
129;Autres tubercules n.d.a;147;unité (gousse, carcasse etc.);2;Moyen;113,5
129;Autres tubercules n.d.a;147;unité (gousse, carcasse etc.);3;Grand;246,5
129;Autres tubercules n.d.a;126;morceau;1;Petit;116
129;Autres tubercules n.d.a;126;morceau;2;Moyen;351
129;Autres tubercules n.d.a;126;morceau;3;Grand;573,5
130;Farines de manioc;100;Kg;0;taille unique;1000
130;Farines de manioc;139;Sachets;2;Moyen;629
130;Farines de manioc;143;tas;0;taille unique;30
178;Pate de manioc;100;Kg;0;taille unique;1000
131;Gari, tapioca;100;Kg;0;taille unique;1000
131;Gari, tapioca;139;Sachets;1;Petit;126
131;Gari, tapioca;139;Sachets;2;Moyen;433
131;Gari, tapioca;139;Sachets;3;Grand;915,5
132;Attiéke;100;Kg;0;taille unique;1000
132;Attiéke;139;Sachets;1;Petit;322
132;Attiéke;139;Sachets;2;Moyen;500
132;Attiéke;139;Sachets;3;Grand;800
133;Fruit de Kapokier;100;Kg;0;taille unique;1000
134;Sucre (poudre ou morceaux);100;Kg;0;taille unique;1000
134;Sucre (poudre ou morceaux);133;sac;1;Petit;5000
134;Sucre (poudre ou morceaux);138;Sac (50 Kg);0;taille unique;50000
134;Sucre (poudre ou morceaux);139;Sachets;1;Petit;121
134;Sucre (poudre ou morceaux);139;Sachets;2;Moyen;470
134;Sucre (poudre ou morceaux);139;Sachets;3;Grand;953
134;Sucre (poudre ou morceaux);147;unité (gousse, carcasse etc.);1;Petit;4
134;Sucre (poudre ou morceaux);147;unité (gousse, carcasse etc.);2;Moyen;6
134;Sucre (poudre ou morceaux);147;unité (gousse, carcasse etc.);3;Grand;8
134;Sucre (poudre ou morceaux);579;verre Ã  thÃ©;0;taille unique;72,5
134;Sucre (poudre ou morceaux);999;paquet (1 kg);0;taille unique;1000
135;Sucre morceaux;100;Kg;0;taille unique;1000
135;Sucre morceaux;139;Sachets;1;;18
135;Sucre morceaux;139;Sachets;2;;38
135;Sucre morceaux;139;Sachets;3;;159,5
135;Sucre morceaux;147;unité (gousse, carcasse etc.);1;;4,5
135;Sucre morceaux;147;unité (gousse, carcasse etc.);2;;5
135;Sucre morceaux;999;Paquet (1 kg);0;;1000
136;Miel;113;Bouteilles;1;Petit;84
136;Miel;113;Bouteilles;2;Moyen;250
136;Miel;113;Bouteilles;3;Grand;675
136;Miel;564;cuillÃ¨re Ã  soupe;0;taille unique;10
136;Miel;100;Kg;0;taille unique;1000
136;Miel;101;Litre;0;taille unique;1000
136;Miel;108;Boite de tomate/Pot;1;Petit;87
136;Miel;108;Boite de tomate/Pot;2;Moyen;356,5
136;Miel;108;Boite de tomate/Pot;3;Grand;1247
136;Miel;108;Boite de tomate/Pot;7;Tres petit;43
136;Miel;139;Sachets;2;Moyen;97
136;Miel;995;bouteille de 5 litres;0;taille unique;5000
136;Miel;996;bouteille de 1 litre;0;taille unique;1000
136;Miel;997;bouteille de 50 cl (demi litre);0;taille unique;500
137;Chocolat à croquer, pâte à tartiner;131;pot;1;petit;250
137;Chocolat à croquer, pâte à tartiner;131;pot;2;moyen;500
137;Chocolat à croquer, pâte à tartiner;131;pot;3;Grand;1000
137;Chocolat à croquer, pâte à tartiner;139;sachet;0;taille unique;15
137;Chocolat à croquer, pâte à tartiner;563;cuillÃ¨re Ã  cafÃ©;0;taille unique;15
137;Chocolat à croquer, pâte à tartiner;564;cuillÃ¨re Ã  soupe;0;taille unique;30
137;Chocolat à croquer, pâte à tartiner;142;Seau;0;taille unique;5000
138;Caramel, bonbons, confiseries, etc;147;unité ;1;Petit;5
138;Caramel, bonbons, confiseries, etc;147;unité ;2;Moyen;10
138;Caramel, bonbons, confiseries, etc;147;unité ;3;Grand;20
138;Caramel, bonbons, confiseries, etc;139;sachet;1;Petit;450
138;Caramel, bonbons, confiseries, etc;139;sachet;2;Moyen;600
138;Caramel, bonbons, confiseries, etc;139;sachet;3;Grand;800
138;Caramel, bonbons, confiseries, etc;129;paquet;1;Petit;450
138;Caramel, bonbons, confiseries, etc;129;paquet;2;Moyen;600
138;Caramel, bonbons, confiseries, etc;129;paquet;3;Grand;800
138;Caramel, bonbons, confiseries, etc;100;Kg;0;taille unique;1000
139;Sel;100;Kg;0;taille unique;1000
139;Sel;108;Boite de tomate/Pot;1;Petit;798
139;Sel;108;Boite de tomate/Pot;2;Moyen;1803
139;Sel;108;Boite de tomate/Pot;3;Grand;2204,5
139;Sel;108;Boite de tomate/Pot;7;Tres petit;365
139;Sel;107;BoÃ®te;1;Petit;264
139;Sel;107;BoÃ®te;2;Moyen;582
139;Sel;107;BoÃ®te;3;Grand;2044
139;Sel;129;paquet;0;taille unique;454
139;Sel;142;seau;1;Petit;1912
139;Sel;133;sac;1;Petit;5465
139;Sel;133;sac;2;Moyen;10000
139;Sel;133;sac;3;Grand;19000
139;Sel;136;Sac (25 Kg);0;taille unique;25000
139;Sel;139;Sachets;1;Petit;468
139;Sel;139;Sachets;2;Moyen;1006
139;Sel;139;Sachets;3;Grand;2362
139;Sel;139;Sachets;7;Tres petit;193
139;Sel;564;cuillÃ¨re Ã  soupe;0;taille unique;20
140;Piment;113;Bouteilles;0;taille unique;350
140;Piment;100;Kg;0;taille unique;1000
140;Piment;107;BoÃ®te;1;Petit;126
140;Piment;108;Boite de tomate/Pot;1;Petit;39
140;Piment;108;Boite de tomate/Pot;2;Moyen;132
140;Piment;108;Boite de tomate/Pot;3;Grand;716
140;Piment;139;Sachets;1;Petit;15
140;Piment;139;Sachets;2;Moyen;91
140;Piment;139;Sachets;3;Grand;170
140;Piment;143;tas;1;Petit;128,5
140;Piment;143;tas;2;Moyen;312
140;Piment;143;tas;3;Grand;833
140;Piment;143;tas;7;Tres petit;28
140;Piment;147;unité (gousse, carcasse etc.);1;Petit;9
140;Piment;147;unité (gousse, carcasse etc.);2;Moyen;16
140;Piment;147;unité (gousse, carcasse etc.);3;Grand;26
141;Piment frais;100;Kg;0;taille unique;1000
141;Piment frais;143;Tas;1;Petit;24,5
141;Piment frais;143;Tas;2;Moyen;61
141;Piment frais;143;Tas;3;Grand;169
141;Piment frais;147;unité (gousse, carcasse etc.);1;Petit;8
141;Piment frais;147;unité (gousse, carcasse etc.);2;Moyen;12
141;Piment frais;147;unité (gousse, carcasse etc.);3;Grand;28
142;Gingembre;100;Kg;0;taille unique;1000
142;Gingembre;108;Boite de tomate/Pot;1;Petit;106
142;Gingembre;108;Boite de tomate/Pot;2;Moyen;214
142;Gingembre;108;Boite de tomate/Pot;3;Grand;457
142;Gingembre;139;Sachets;1;Petit;56
142;Gingembre;139;Sachets;2;Moyen;98
142;Gingembre;139;Sachets;3;Grand;169
142;Gingembre;143;tas;1;Petit;35
142;Gingembre;143;tas;2;Moyen;69
142;Gingembre;143;tas;3;Grand;136
142;Gingembre;147;unité (gousse, carcasse etc.);1;Petit;10,5
142;Gingembre;147;unité (gousse, carcasse etc.);2;Moyen;26
142;Gingembre;147;unité (gousse, carcasse etc.);3;Grand;40
143;Gingembre moulu;100;Kg;0;taille unique;1000
143;Gingembre moulu;139;Sachets;1;Petit;5
143;Gingembre moulu;139;Sachets;2;Moyen;41
144;Cube alimentaire (Maggi, Jumbo, ) et bouillon en poudre;274;Cube;1;petit;4
144;Cube alimentaire (Maggi, Jumbo, ) et bouillon en poudre;274;Cube;2;moyen;10
144;Cube alimentaire (Maggi, Jumbo, ) et bouillon en poudre;572;tablette ;0;taille unique;600
144;Cube alimentaire (Maggi, Jumbo, ) et bouillon en poudre;139;Sachets;1;Petit;15
144;Cube alimentaire (Maggi, Jumbo, ) et bouillon en poudre;139;Sachets;2;Moyen;75
144;Cube alimentaire (Maggi, Jumbo, ) et bouillon en poudre;139;Sachets;3;Grand;1000
144;Cube alimentaire (Maggi, Jumbo, ) et bouillon en poudre;109;bol;0;taille unique;1000
145;Arôme (Maggi, Jumbo, etc.);113;Bouteille;1;petit;135
145;Arôme (Maggi, Jumbo, etc.);113;Bouteille;2;moyen;250
145;Arôme (Maggi, Jumbo, etc.) ;139;Sachet;0;taille unique;10
146;Soumbala (nététou);100;Kg;0;taille unique;1000
146;Soumbala (nététou);108;Boite de tomate/Pot;1;Petit;125
146;Soumbala (nététou);108;Boite de tomate/Pot;2;Moyen;238
146;Soumbala (nététou);108;Boite de tomate/Pot;3;Grand;495
146;Soumbala (nététou);111;boule (dankk);1;Petit;17
146;Soumbala (nététou);111;boule (dankk);2;Moyen;33
146;Soumbala (nététou);111;boule (dankk);3;Grand;42,5
146;Soumbala (nététou);139;Sachets;1;Petit;31
146;Soumbala (nététou);139;Sachets;2;Moyen;228
146;Soumbala (nététou);139;Sachets;3;Grand;414,5
146;Soumbala (nététou);143;tas;1;Petit;19
146;Soumbala (nététou);147;unité (gousse, carcasse etc.);1;Petit;14
146;Soumbala (nététou);147;unité (gousse, carcasse etc.);2;Moyen;21
146;Soumbala (nététou);147;unité (gousse, carcasse etc.);3;Grand;39
147;Mayonnaise;139;Sachet;1;Petit;65
147;Mayonnaise;139;Sachet;2;Moyen;125
147;Mayonnaise;131;Pot;1;petit;235
147;Mayonnaise;131;Pot;2;moyen;470
147;Mayonnaise;131;Pot;3;Grand;1000
147;Mayonnaise;142;Seau;1;petit;2500
147;Mayonnaise;564;cuillÃ¨re Ã  soupe;0;taille unique;32
147;Mayonnaise;563;cuillièreà café;0;taille unique;17
147;Mayonnaise;142;Seau;2;moyen;5000
148;Vinaigre -moutarde;113;Bouteilles;1;Petit;269
148;Vinaigre -moutarde;113;Bouteilles;2;Moyen;1013
148;Vinaigre -moutarde;100;Kg;0;taille unique;1000
148;Vinaigre -moutarde;101;Litre;0;taille unique;1000
148;Vinaigre -moutarde;131;pot;1;Petit;370
148;Vinaigre -moutarde;131;pot;2;Moyen;1062
148;Vinaigre -moutarde;139;Sachets;1;Petit;19
148;Vinaigre -moutarde;139;Sachets;2;Moyen;46
148;Vinaigre -moutarde;139;Sachets;3;Grand;90
148;Vinaigre -moutarde;142;seau;2;Moyen;5000
148;Vinaigre -moutarde;579;verre Ã  thÃ©;0;taille unique;60
148;Vinaigre -moutarde;996;bouteille de 1 litre;0;taille unique;1000
148;Vinaigre -moutarde;997;bouteille de 50 cl (demi litre);0;taille unique;500
148;Vinaigre -moutarde;564;cuillÃ¨re Ã  soupe;0;taille unique;35
148;Vinaigre -moutarde;1002;bouteille de 25 cl (quart de litre);0;taille unique;250
149;Autres vinaigres;100;Kg;0;taille unique;1000
150;Moutarde;113;Bouteilles;1;Petit;344
150;Moutarde;113;Bouteilles;2;Moyen;560
150;Moutarde;113;Bouteilles;3;Grand;1002,5
150;Moutarde;100;Kg;0;taille unique;1000
150;Moutarde;131;Pot;1;Petit;370
150;Moutarde;131;Pot;2;Moyen;823
150;Moutarde;131;Pot;3;Grand;1226,5
150;Moutarde;139;Sachets;1;Petit;28
150;Moutarde;139;Sachets;2;Moyen;75
150;Moutarde;139;Sachets;3;Grand;115
150;Moutarde;997;Bouteille de 50 cl (demi litre);0;taille unique;368
150;Moutarde;564;cuillÃ¨re Ã  soupe;0;taille unique;36,5
150;Moutarde;996;bouteille de 1 litre;0;taille unique;1000
150;Moutarde;1002;Bouteille de 25 cl (quart de litre);0;taille unique;340
151;Poivre;100;Kg;0;taille unique;1000
151;Poivre;139;sachet;1;petit;6
151;Poivre;139;sachet;2;moyen;23
151;Poivre;139;sachet;3;Grand;118
151;Poivre;564;cuillÃ¨re Ã  soupe;0;taille unique;35
151;Poivre;101;Litre;0;taille unique;1000
179;Poisson séché en condiment;100;Kg;0;taille unique;1000
152;Autres Condiments (Poivre, ...);100;Kg;0;taille unique;1000
152;Autres Condiments (Poivre, ...);139;sachet;1;petit;6
152;Autres Condiments (Poivre, ...);139;sachet;2;moyen;23
152;Autres Condiments (Poivre, ...);139;sachet;3;Grand;118
152;Autres Condiments (Poivre, ...);564;cuillÃ¨re Ã  soupe;0;taille unique;35
152;Autres Condiments (Poivre, ...);101;Litre;0;taille unique;1000
153;Noix de cola;100;Kg;0;taille unique;1000
153;Noix de cola;139;Sachets;1;Petit;61
153;Noix de cola;139;Sachets;2;Moyen;265,5
153;Noix de cola;139;Sachets;3;Grand;724
153;Noix de cola;143;tas;1;Petit;29
153;Noix de cola;143;tas;2;Moyen;45
153;Noix de cola;143;tas;3;Grand;67
153;Noix de cola;147;unité (gousse, carcasse etc.);1;Petit;13
153;Noix de cola;147;unité (gousse, carcasse etc.);2;Moyen;23
153;Noix de cola;147;unité (gousse, carcasse etc.);3;Grand;43
154;Autres produits alimentaires;100;Kg;0;taille unique;1000
155;Café;139;Sachet;1;petit;2
155;Café;139;Sachet;2;moyen;100
155;Café;139;Sachet;3;Grand;260
155;Café;107;boîte;1;petit;50
155;Café;107;boîte;2;moyen;100
155;Café;107;boîte;3;Grand;200
155;Café;579;verre Ã  thÃ©;0;taille unique;72,5
155;Café;563;cuillÃ¨re Ã  cafÃ©;0;taille unique;21
155;Café;100;Kg;0;taille unique;1000
156;Café soluble;100;Kg;0;taille unique;1000
156;Café soluble;139;Sachets;1;Petit;3
156;Café soluble;139;Sachets;2;Moyen;204
156;Café soluble;139;Sachets;3;Grand;500
156;Café soluble;107;Boite;1;Petit;50
156;Café soluble;107;Boite;2;Moyen;200
156;Café soluble;107;Boite;3;Grand;289
157;Thé;129;paquet;1;petit;25
157;Thé;129;paquet;2;moyen;250
157;Thé;139;sachet;1;petit;50
157;Thé;139;sachet;2;moyen;125
157;Thé;579;verre Ã  thÃ©;0;taille unique;72,5
157;Thé;100;Kg;0;taille unique;1000
157;Thé;139;sachet;3;Grand;250
180;Thé soluble ou infusion;100;Kg;0;taille unique;1000
158;Chocolat en poudre;139;Sachet;0;taille unique;50
158;Chocolat en poudre;131;Pot;1;petit;250
158;Chocolat en poudre;563;cuillÃ¨re Ã  cafÃ©;0;taille unique;15
158;Chocolat en poudre;564;cuillÃ¨re Ã  soupe;0;taille unique;30
158;Chocolat en poudre;131;Pot;2;moyen;500
159;Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.);101;Litre;0;taille unique;1000
160;Jus de fruits (orange, bissap, etc.);994;Bouteille de 1l;0;taille unique;1000
160;Jus de fruits (orange, bissap, etc.);124;Canette;0;taille unique;240
160;Jus de fruits (orange, bissap, etc.);127;Brique carton;0;taille unique;1000
160;Jus de fruits (orange, bissap, etc.);996;bouteille de 1 litre;0;taille unique;998,5
160;Jus de fruits (orange, bissap, etc.);997;bouteille de 50 cl (demi litre);0;taille unique;500
160;Jus de fruits (orange, bissap, etc.);1002;bouteille de 25 cl (quart de litre);0;taille unique;250
160;Jus de fruits (orange, bissap, etc.);139;sachet;1;petit;100
160;Jus de fruits (orange, bissap, etc.);139;Sachet;2;moyen;200
160;Jus de fruits (orange, bissap, etc.);101;litre;0;taille unique;1000
160;Jus de fruits (orange, bissap, etc.);1003;Bouteille de 33cl;0;taille unique;330
161; Eau minérale- filtrée;991;Bouteille de 5L;0;taille unique;5000
161; Eau minérale- filtrée;992;Bouteille de 10L;0;taille unique;10000
161; Eau minérale- filtrée;993;Bouteille de 1,5 L;0;taille unique;1500
161; Eau minérale- filtrée;997;Bouteille de 50 cl;0;taille unique;500
161; Eau minérale- filtrée;139;Sachet;1;petit;240
161; Eau minérale- filtrée;139;Sachet;2;moyen;390
161; Eau minérale- filtrée;1000;Bouteille de 19L;0;taille unique;19000
161; Eau minérale- filtrée;1003;Bouteille de 33cl;0;taille unique;500
162;Boissons gazeuses (coca, etc.);993;Bouteille de 1,5l;0;taille unique;1500
162;Boissons gazeuses (coca, etc.);994;Bouteille de 1l;0;taille unique;1000
162;Boissons gazeuses (coca, etc.);997;Bouteille de 50cl;0;taille unique;500
162;Boissons gazeuses (coca, etc.);124;Canette;0;taille unique;330
162;Boissons gazeuses (coca, etc.);1002;Bouteille de 25cl;0;taille unique;250
163;Jus en poudre;139;Sachet;1;petit;45
163;Jus en poudre;139;Sachet;2;moyen;100
164;Bières et vins traditionnels (soumsoum, sung, vin de palme, vin de cajou, etc);113;Bouteilles;1;Petit;330
164;Bières et vins traditionnels (soumsoum, sung, vin de palme, vin de cajou, etc);113;Bouteilles;2;Moyen;629
164;Bières et vins traditionnels (soumsoum, sung, vin de palme, vin de cajou, etc);113;Bouteilles;3;Grand;1012
164;Bières et vins traditionnels (soumsoum, sung, vin de palme, vin de cajou, etc);997;bouteille de 50 cl (demi litre);0;taille unique;500
164;Bières et vins traditionnels (soumsoum, sung, vin de palme, vin de cajou, etc);101;Litre;0;taille unique;1000
165;Bières industrielles;997;bouteille de 50 cl (demi litre);0;taille unique;500
165;Bières industrielles;101;Litre;0;taille unique;1000
165;Bières industrielles;124;Canette;0;taille unique;330
165;Bières industrielles;996;bouteille de 1 litre;0;taille unique;1000
165;Bières industrielles;1002;bouteille de 25 cl (quart litre);0;taille unique;250
165;Bières industrielles;1003;Bouteille de 33cl;0;taille unique;330
159;Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.);139;Sachet;1;petit;72
159;Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.);139;Sachet;2;Moyen;349
159;Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.);129;paquet;1;petit;25
159;Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.);129;paquet;2;moyen;250
159;Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.);579;verre Ã  thÃ©;0;taille unique;72,5
